abs,emi,plqy,em,smiles,solvent,reference(doi),source,tag,tag_name,solvent_num,split
571.0,604.0,0.99,,COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)c(OC)c1,CS(C)=O,"10.1039/C0CC04495D,10.1002/minf.201000089",BODIPY,5,BODIPY,1,Train
500.0,,,,CCCc1c(/C=C(\C#N)C(=O)O)sc2cc(-c3ccc4c(c3)C3CCCC3N4c3ccc4c(c3)C(CCC)(CCC)c3c5c(c6c(c3-4)C(CCC)(CCC)c3ccccc3-6)C(CCC)(CCC)c3ccccc3-5)sc12,ClCCl,10.1021/cm400196w,DSSCDB,10,5p6,1,Train
518.2000122070312,529.5,0.8,,CCC1=C(C)C2=C(CCCCCCCCCCOC(C)=O)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC(C)=O,10.1021/jp0209897,BODIPY,5,BODIPY,5,Train
530.0,,,,CC/N=c1/cc2oc3cc([NH2+]CC)c(C)cc3c(-c3ccccc3C(=O)OC)c-2cc1C,CCO,,SMFluo,15,Benz,1,Train
504.0,626.0,,,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)o3)cc2)cc1,ClCCl,10.1016/j.dyepig.2014.09.014,"DSSCDB,Dye aggregation",6,Triphenylamine,1,Train
506.0,,,,CCCCCCCCN(c1ccc(C=C2C(O)=NC(=S)N=C2O)cc1)c1ccc(C=C2C(O)=NC(=S)N=C2O)cc1,C1CCOC1,10.1016/j.synthmet.2015.06.018,"DSSCDB,Dye aggregation",13,6n6,1,Train
,,,5.36999836686079,C#Cc1ccc(-c2c3nc(cc4[nH]c(c(C)c4CCC(=O)OC)c(-c4ccccc4)c4nc(cc5[nH]c2c(C)c5CCC(=O)OC)C(CCC(=O)OC)=C4C)C(CCC(=O)OC)=C3C)cc1,ClC(Cl)Cl,,Epsilon,7,Porphyrin,1,Train
,,,0.6503075027474599,CC(C)=CCC[C@]1(C)Oc2ccc(O)cc2[C@H]2C=C(CO)CC[C@H]21,CO,,Epsilon,11,6p6,1,Train
473.0,516.0,0.99,4.506505032404872,F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc[n+]21,CCCCCC,10.1021/ol503379c,Deep4Chem,5,BODIPY,5,Train
,,,4.107209969647869,CN(C)c1ccc(-c2nc3ccccn3c2Cc2ccccc2)cc1,ClC(Cl)Cl,,Epsilon,10,5p6,1,Train
764.8,782.0,0.18,,COc1ccc2c(c1)O[B-]13[O+]=c4cc(OC)ccc4=c4cc(-c5ccccc5)c(n41)=Nc1c(-c4ccccc4)cc-2n13,ClC(Cl)Cl,"10.1039/c4cs00030g,10.1039/c1cp22396h","Deep4Chem,SMFluo,ChemFluo",5,BODIPY,1,Train
498.0,507.0,0.4,,CC1=CC(C)=[N+]2C1=C(c1ccc3nn[nH]c3c1)c1c(C)cc(C)n1[B-]2(F)F,O,10.1021/ja037944j,BODIPY,5,BODIPY,1,Train
570.0,,,,Oc1ccc(N=Nc2nc(-c3ccccc3)cs2)c2cccnc12,CS(C)=O,,ChemDataExtractor,11,6p6,1,Train
,,,0.6404814255971816,COC(=O)C1=C[C@H](O)C[C@H]2[C@]3(C)C[C@@H](c4ccoc4)OC(=O)[C@@H]3C[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]12C,CO,,Epsilon,11,6p6,1,Train
499.0,520.0,0.01,,COc1ccc(C2=C3C=CC=[N+]3[B-](F)(F)n3cccc32)cc1OC,C1CCOC1,10.1021/acs.joc.5b00731,BODIPY,5,BODIPY,1,Train
,,,4.707570176097937,Cc1cc2ccccc2c(Cc2ccccc2)n1,Cl,,Epsilon,11,6p6,1,Train
280.0,,,,O=[N+]([O-])c1cc[nH]c1,O,10.1021/acsearthspacechem.9b00328,Deep4Chem,-1,,2,Train
,,,5.509202522331103,COc1cc(-c2c3nc(c(-c4ccc(O)c(OC)c4)c4ccc([nH]4)c(-c4ccc(O)c(OC)c4)c4nc(c(-c5ccc(O)c(OC)c5)c5ccc2[nH]5)C=C4)C=C3)ccc1O,CCO,,Epsilon,7,Porphyrin,4,Train
,,,0.6522463188647661,O=C1C(Cc2ccc(O)cc2)=C(Cc2ccc(O)cc2)C(=O)C1(c1ccc(O)cc1)C1(c2ccc(O)cc2)C(=O)C(Cc2ccc(O)cc2)=C(Cc2ccc(O)cc2O)C1=O,CC#N,,Epsilon,12,5n6,1,Train
,,,4.529994673069142,Cc1cc(O)c2c(c1)C(=O)c1cc(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc(O)c1C2=O,CCO,,Epsilon,9,Acridines,1,Train
650.0,,,,COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc(C=C(C#N)C(=O)O)c4nsnc34)s2)cc1,ClCCl,10.1016/j.tet.2012.05.052,Dye aggregation,10,5p6,1,Train
404.0,,,,N#C/C(=C\c1ccc(/C=C/c2c(N(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1)C(=O)O,CCO,10.1039/C2JM34363K,Dye aggregation,6,Triphenylamine,1,Train
,,0.62,,CCOc1ccc(N(CC)c2ccc3c(c2)C(CC)(CC)c2cc(/C=C/c4ccc(/C=C(\C#N)C(=O)O)s4)ccc2-3)cc1,C1COCCO1,10.1016/j.dyepig.2017.07.069,Deep4Chem,12,5n6,8,Train
,529.0,,,CN(C)c1ccc(-c2ncnc3ccccc23)cc1,CC#N,10.1021/jo501305h,Deep4Chem,11,6p6,5,Train
,,,4.352182518111363,COc1cc(Cc2cc(Cc3cc(OC)c(O)c(OC)c3)c(=N)[nH]c2O)cc(OC)c1O,Cl,,Epsilon,13,6n6,2,Train
,,,4.819998401115847,N#Cc1c2ccccc2[n+]([O-])c2ccc(Cl)cc12,CO,,Epsilon,9,Acridines,1,Train
,,,5.369999987898757,COc1ccc(-c2c3nc(c(-c4ccc(OC)cc4)c4ccc([nH]4)c(-c4ccc(OC)cc4)c4nc(c(-c5ccc(OC)cc5)c5ccc2[nH]5)C(Br)=C4Br)C(Br)=C3Br)cc1,ClCCl,,Epsilon,7,Porphyrin,1,Train
450.0,,,,CC(=O)C(=O)c1ccccc1,CC#N,,ChemDataExtractor,15,Benz,1,Train
486.0,520.0,0.94,4.623249290397901,c1ccc(-c2ccc3c4ccc(-c5ccccc5)c5c(-c6ccccc6)ccc(c6ccc(-c7ccccc7)c2c36)c54)cc1,ClCCl,10.1016/j.tet.2013.01.037,Deep4Chem,8,PAHs,1,Train
529.0,552.0,0.56,4.826000253220025,CCC1=C(C)C2=C(c3cccc(-c4cccc(-c5cccc(C)n5)n4)n3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,10.1021/jo035825g,"Epsilon,BODIPY",5,BODIPY,1,Train
337.0,471.0,0.05,4.113943352306837,O=c1c(-c2cccc(Br)c2)coc2cc(O)ccc12,O,10.1039/c4cc06762b,ChemFluo,11,6p6,1,Train
582.0,630.0,0.34,,COc1ccc(-c2c(Br)cc3n2[B-](F)(F)n2c(cc(Br)c2=C2C=CC(=[O+]C)C=C2)=C3c2c(C)cc(C)cc2C)cc1,ClCCl,10.1021/acs.joc.6b00858,BODIPY,5,BODIPY,5,Train
406.0,557.0,,,COC1=CC(=CC=C2C=C[NH+](Cc3ccc(Br)cc3)C=C2)C=CC1=O,CC#N,10.1016/j.dyepig.2014.04.013,Deep4Chem,4,Cyanine,13,Train
,,,3.762678563727436,COc1cc(-c2c3ccccc3nc3ccccc23)ccc1N,CCO,,Epsilon,9,Acridines,1,Train
,627.0,,,CN(c1ccccc1)c1ccc(-c2ccc(-c3ccc(N(C)c4ccccc4)cc3)c3nc(-c4ccccc4)c(-c4ccccc4)nc23)cc1,Cc1ccccc1,10.1021/jo9002147,Deep4Chem,11,6p6,6,Train
516.0,601.0,0.12,4.507855871695831,CCOC(=O)CN1C(=O)C2=C(c3ccc(N4CCCCC4)cc3)N(CC(=O)OCC)C(=O)C2=C1c1ccccc1,CS(C)=O,10.1016/j.dyepig.2011.05.004,Deep4Chem,4,Cyanine,3,Train
499.0,,,4.76795690132047,CCCN1c2ccccc2Sc2cc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)ccc21,ClCCl,10.1016/j.dyepig.2017.07.017,Deep4Chem,5,BODIPY,1,Train
,,,5.152288344383057,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5C(C)O)c(C)c4CCC(=O)OC)C(CCC(=O)OC)=C3C,ClCCl,,Epsilon,7,Porphyrin,1,Train
533.0,,,,CCN(CC)c1ccc(C=Cc2sc3ccccc3[n+]2CC(=O)[O-])cc1,CO,10.1039/B418906J,Dye aggregation,10,5p6,1,Train
,,,4.879554600938975,Cc1cc(C)n2c1C=C1C=CC(CCC(=O)O)=[N+]1[B-]2(F)F,O,,Epsilon,5,BODIPY,3,Train
403.0,496.0,0.96,,CC(=O)c1ccn2c3c(c(-c4cccc(Br)c4)c2c1)CN(CCN=C(O)OC(C)(C)C)C3=O,ClCCl,10.1021/ja110766a,ChemFluo,10,5p6,1,Train
653.0,660.0,,4.5565003009801925,CC1(C)C2=C(Cl)C(=O)C(Cl)=CC2=Nc2ccc(O)cc21,O,Fluorophores,"ChemFluo,Epsilon",9,Acridines,2,Train
502.0,,,,CCCCCCC1(CCCCCC)COc2c(/C=C(\C#N)C(=O)O)sc(-c3sc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4c3OCC(CCCCCC)(CCCCCC)CO4)c2OC1,C1CCOC1,10.1021/ol902973r,"DSSCDB,Dye aggregation",6,Triphenylamine,1,Train
420.0,517.0,,4.229988836544811,Cc1ccc(-c2cc(-c3ccccc3)c3c(=N)[nH]c(N4CCCC4)c(C#N)c3n2)cc1,ClCCl,10.1016/S1386-1425(01)00616-3,Deep4Chem,11,6p6,7,Train
481.0,505.0,0.99,4.562292864456475,F[B-]1(F)N2C(=NC3=[N+]1c1cccc4cccc3c14)C=Cc1ccccc12,CC#N,10.1021/ol503379c,Deep4Chem,5,BODIPY,5,Train
312.0,352.0,,4.460897842756548,CCCCCCn1c2c(c3ccccc31)-c1c(c3ccccc3n1CCCCCC)-c1c(c3ccccc3n1CCCCCC)-c1c-2c2ccccc2n1CCCCCC,ClCCl,10.1021/ol501083d,Deep4Chem,10,5p6,1,Train
311.0,,,,Clc1cccc(-n2cccc2)c1,ClC(Cl)Cl,,ChemDataExtractor,12,5n6,1,Train
,,,4.260071387985075,C=Cc1c(C)c2cc3nc(c(C)c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)O)[C@@H](CCC(=O)O)[C@@H]3C,O,,Epsilon,7,Porphyrin,1,Train
475.0,,,,CCOC(=O)/C(=C1\C(=O)C(O)=C1C=C1N(C)c2ccccc2C1(C)C)[N+](=O)[O-],CCO,10.1016/j.dyepig.2004.05.003,Deep4Chem,0,SquaricAcid,1,Train
307.0,,,,CCCCCCCCCCCCCCn1c(-c2cc(-c3nc4ccc(C)cc4n3CCCCCCCCCCCCCC)cc(-c3nc4ccc(C)cc4n3CCCCCCCCCCCCCC)c2)nc2ccc(C)cc21,ClCCl,10.1021/jo502281b,Deep4Chem,10,5p6,2,Train
493.0,527.0,0.44,,COc1cc(/C=C/C2=CC(/C=C/c3ccc(O)c(OC)c3)=[O+][B-](F)(F)O2)ccc1O,CCOCC,10.1016/j.tet.2010.05.088,Deep4Chem,13,6n6,8,Train
610.0,645.0,0.4,4.313867220369153,C=CCNc1ccc2c(ccc3[o+]c4cc(N(C)C)ccc4nc32)c1,ClCCl,10.1016/j.dyepig.2017.03.031,Deep4Chem,8,PAHs,4,Train
,,,4.889996018372665,O=[N+]([O-])c1cncn1-c1c2ccccc2nc2ccccc12,CCO,,Epsilon,9,Acridines,1,Train
388.0,,,,CCC1(CC)c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2-c2c1c1c(c3c2C(CC)(CC)c2cc(N(c4ccc(OC)cc4)c4ccc(OC)cc4)ccc2-3)C(CC)(CC)c2ccc(C=C(C#N)C(=O)O)cc2-1,C1CCOC1,10.1021/jo101831p,Dye aggregation,6,Triphenylamine,1,Train
492.0,,,,N=c1[nH]c(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=Nc2ccccc2Cl)s1,CS(C)=O,,ChemDataExtractor,12,5n6,1,Train
348.0,455.0,0.28,,COC(=O)C(Cc1ccc2oc(-c3ccc(N(C)c4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,CCCCCO,10.1039/c1pp05123g,Deep4Chem,10,5p6,31,Train
512.0,524.0,0.9,,Cc1cc(C)c(C2=C3C=C([Si](c4ccccc4)(c4ccccc4)c4ccccc4)C=[N+]3[B-](F)(F)n3cc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)cc32)c(C)c1,CC#N,10.1002/asia.201601637,BODIPY,5,BODIPY,6,Train
458.0,618.0,,,N#C/C(=C\c1ccc(-c2cc3c4c(c2)CCCN4CCC3)s1)C(=O)O,CCO,10.1016/j.synthmet.2013.07.028,"DSSCDB,Dye aggregation",11,6p6,1,Train
,,,4.7656685547590145,CC1=CC(C)=[N+]2C1=C(c1ccccc1)c1c(C)c(C#Cc3ccccc3)c(C)n1[B-]2(F)F,Cc1ccccc1,,Epsilon,5,BODIPY,6,Train
557.0,573.0,0.23,,Cc1cc(/C=C/c2ccc(C(C)(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CS(C)=O,"10.1039/C0CC04495D,10.1002/minf.201000089",BODIPY,5,BODIPY,1,Train
355.0,575.0,0.05,4.113943352306837,N#CC1=C(N)n2c(=O)c3ccccc3c(=O)n2C1c1ccc([N+](=O)[O-])cc1,CS(C)=O,10.1016/j.tetlet.2011.08.111,Deep4Chem,11,6p6,1,Train
442.0,537.0,0.68,,CN(C)c1ccc2cc3c(c([Si](C)(C)C)c2c1)C(=O)CC3,ClCCl,10.1021/ja3055029,ChemFluo,8,PAHs,1,Train
,,,4.986324232241789,Clc1c(Cl)c(Cl)c(C(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(Cl)c(Cl)c(Cl)c(C(c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c2Cl)c(Cl)c1Cl,ClC(Cl)Cl,,Epsilon,13,6n6,1,Train
451.0,471.0,0.5,,CC(O)=Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,CCOC(C)=O,10.1016/j.dyepig.2008.12.009,Deep4Chem,8,PAHs,4,Train
,,,5.489997831187219,COC(=O)CCC1=C(C)c2cc3[nH]c(cc3C)c(OC(C)=O)c3nc(cc4[nH]c(cc1n2)c(CCC(=O)OC)c4CC(=O)OC)C(CCC(=O)OC)=C3C,ClC(Cl)Cl,,Epsilon,7,Porphyrin,1,Train
,,,4.30999192878118,O=C1OCC(O)=C1Cc1cccc([N+](=O)[O-])c1,CO,,Epsilon,12,5n6,1,Train
495.0,514.0,0.01,,COc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1,CCOC(C)=O,10.1016/j.dyepig.2018.01.043,Deep4Chem,5,BODIPY,5,Train
,,,4.220003426156936,O=c1c2ccccc2n(CC#CCCl)c2ccccc12,CCO,,Epsilon,9,Acridines,1,Train
336.0,,,,CN1c2ccc([N+](=O)[O-])cc2C(C)(C)C12C=Cc1c(c(-c3nc4ccccc4s3)cc3ccccc13)O2,CC(C)=O,,ChemDataExtractor,2,Coumarin,1,Train
404.0,480.5,0.88,,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,OC(F)(F)CF,10.1021/jo300724m,BODIPY,4,Cyanine,15,Train
,,,4.332438459915605,COc1ccc(OC)c(Cc2cc(OC)ccc(O)c2=O)c1,CO,,Epsilon,15,Benz,1,Train
,,,0.6404814255971816,COCc1ccc2c(c1)C(=O)c1ccc(O)cc1C2=O,CO,,Epsilon,9,Acridines,1,Train
,,,5.040000002765366,CCCCCCOc1cccc(-c2c3nc(c(-c4cccc(OCCCCCC)c4)c4ccc([nH]4)c(-c4cccc(OCCCCCC)c4)c4nc(c(-c5cccc(OCCCCCC)c5)c5ccc2[nH]5)C=C4)C=C3)c1,CCOC(C)=O,,Epsilon,7,Porphyrin,1,Train
,,,4.770852011642144,CCOC(=O)C(=C(C)O)C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,OCC(F)(F)F,,Epsilon,5,BODIPY,7,Train
551.0,567.0,0.11,4.839000123422451,CC1=C(C)N2C(=Cc3c(Sc4ccccc4)c(C)c(C)n3[B-]2(F)F)C1=[S+]c1ccccc1,CC#N,10.1021/jo201082z,"Epsilon,BODIPY",5,BODIPY,4,Train
,,,4.342422680822207,OC(Cc1ccc(O)cc1)=Nc1nc2c(nc1Cc1ccccc1)-c1c(O)cc(O)cc1CC2,CS(C)=O,,Epsilon,13,6n6,2,Train
664.0,679.0,0.03,,CCCCCCCCOc1ccc(C#Cc2c3cc4ccccc4cc3c(C#Cc3ccc(F)cc3)c3cc4ccccc4cc23)cc1,ClCCl,10.1021/ol801464k,Deep4Chem,8,PAHs,1,Train
506.0,522.0,0.92,,Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3c(Cc4ccccc4)ccc32)c(C)c1,ClCCl,10.1039/C8CC04679D,BODIPY,5,BODIPY,1,Train
380.0,,,,O=c1cc(-c2cc(-c3cc4c(ccc5ccccc54)oc3=O)nc(-c3cc4c(ccc5ccccc54)oc3=O)c2)c2ccc3ccccc3c2o1,Clc1ccccc1,,ChemDataExtractor,2,Coumarin,1,Train
,455.0,,,CN(C)c1ccc(/C=C/c2ccnc(/C=C/c3ccc(N(C)C)cc3)n2)cc1,Cc1ccccc1,10.1021/acs.joc.8b01653,Deep4Chem,13,6n6,7,Train
353.0,,,,CC1CCC(=CSC=Cc2ccc(-c3ccc(C=CSC=C4CCC(C)CC4)cc3)cc2)CC1,ClCCl,,ChemDataExtractor,13,6n6,1,Train
488.0,538.0,0.44,4.877831891492893,COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](F)(F)O2)cc1,ClCCl,10.1021/jo400389h,Deep4Chem,13,6n6,6,Train
,,,3.8419848045901137,O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,CC#N,,Epsilon,9,Acridines,10,Train
411.0,,,,O=[N+]([O-])c1ccccc1O,O,10.1021/acsearthspacechem.9b00328,Deep4Chem,15,Benz,2,Train
302.0,445.0,,,c1ccc(-c2nc(-c3ccccc3)n3ccccc23)cc1,C1CCCCC1,10.1016/j.dyepig.2016.09.056,Deep4Chem,10,5p6,6,Train
565.0,,,,CCCCn1c(=O)c2cc(=CC=C3Sc4ccccc4N3CC)c(=O)c3cccc(c3-2)c1=O,CC#N,10.1016/j.dyepig.2015.07.010,Deep4Chem,10,5p6,10,Train
518.0,538.0,0.25,,O=CC1=[N+]2C(=C(c3ccccc3)c3cccn3[B-]2(F)F)C=C1,ClCCl,10.1039/C9OB00927B,BODIPY,5,BODIPY,1,Train
343.0,419.0,,,N#C/C(=C\C=C\c1ccccc1)c1ccccc1,CO,10.1021/jp992275a,Deep4Chem,13,6n6,6,Train
,,,4.409933123331294,N=c1nc(O)c2[nH]cc(Cc3ccc(O)cc3)c2[nH]1,O,,Epsilon,10,5p6,1,Train
315.0,380.0,0.0,1.380211241711606,C/C(=C\c1ccccc1)c1nc2ccccc2o1,CO,10.1016/S1010-6030(00)00230-6,Deep4Chem,10,5p6,2,Train
,,,4.570542939881897,CC(=C/C=C/C(C)=C/C(=O)O)/C=C/C1=C(Cc2ccccc2)CCCC1(C)C,CCO,,Epsilon,13,6n6,1,Train
409.0,509.0,,4.619562866420828,N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,CS(C)=O,10.1016/j.dyepig.2015.11.014,Deep4Chem,12,5n6,10,Train
,,,5.599999984396337,C=Cc1cccc(-c2c3nc(c(C4=CC(=O)CCC4)c4ccc([nH]4)c(-c4cccc(C=C)c4)c4nc(c(C=O)c5ccc2[nH]5)C=C4)C=C3)c1,ClCCl,,Epsilon,7,Porphyrin,1,Train
379.0,,,4.32329336134524,N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)c1nc2ccccc2s1,C1COCCO1,10.1016/j.dyepig.2015.12.026,Deep4Chem,10,5p6,7,Train
,,0.1,,N#Cc1ccc(C[C@H](N)C(=O)O)cc1,CC(O)CO,10.1016/j.cplett.2010.01.058,Deep4Chem,15,Benz,10,Train
414.0,517.0,0.09,,CCCCN1c2ccccc2Sc2cc(/C=C/C3=Nc4ccc5ccccc5c4C3(C)C)ccc21,C1CCCCC1,10.1016/j.saa.2016.10.045,Deep4Chem,8,PAHs,12,Train
537.0,565.0,0.39,4.12057393120585,CCCc1ccc2c(c1)cc1n2B2c3c4c-1cccc4cc1cccc(c31)-c1cc3cc(CCC)ccc3n12,C1CCOC1,10.1021/acs.orglett.8b02850,Deep4Chem,5,BODIPY,2,Train
337.0,450.0,0.12,,COc1cc2[nH]c3c(c2cc1OC)CCCC3=O,CCO,10.1016/j.jphotochem.2012.05.006,Deep4Chem,10,5p6,7,Train
439.0,484.5,0.72,4.663000402365092,CCCCOC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,CC(C)=O,10.1021/jo400417h,"Epsilon,BODIPY",5,BODIPY,7,Train
,402.0,,,Cc1cc(-n2c3ccccc3c3ccccc32)ccc1-c1ccc(S(=O)(=O)c2ccccc2)cc1C,C1CCOC1,10.1021/acs.chemmater.6b03979,Deep4Chem,3,Carbazole,4,Train
,,,4.857332496431268,C#CCC1(c2ccccc2)C2=N/C(=C(/c3ccccc3)c3ccc([nH]3)C(CC#C)(c3ccccc3)C3=N/C(=C(/c4ccccc4)c4ccc1[nH]4)C=C3)C=C2,Cc1ccccc1,,Epsilon,7,Porphyrin,1,Train
426.0,513.0,,,COc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1OC,CC(=O)O,10.1016/j.optmat.2017.12.034,Deep4Chem,13,6n6,10,Train
,,,4.6900000077645725,COC(=O)CC(C)(C)[C@@H]1C2=N/C(=C\c3ccc([nH]3)[C@H](C(C)(C)CC(=O)OC)C3=N/C(=C\c4ccc1[nH]4)C=C3)C=C2,ClCCl,,Epsilon,7,Porphyrin,1,Train
284.0,368.0,,,COc1cccc(-n2c(-c3ccc(F)cc3)nc(C)c2C)c1,ClCCl,10.1016/j.saa.2011.12.060,Deep4Chem,12,5n6,10,Train
329.0,,,,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CN(C)C=O,10.1016/j.molliq.2017.07.070,Deep4Chem,13,6n6,27,Train
578.0,,,,CCC1(CC)c2ccccc2-c2ccc(N(c3ccc4c(c3)C(CC)(CC)c3ccccc3-4)c3ccc(C=C(C#N)c4ccc(C=C(C#N)C(=O)O)s4)s3)cc21,Cc1ccccc1,10.1021/jp806606h,Dye aggregation,13,6n6,2,Train
594.0,619.0,0.5,5.021189299069938,O=Cc1ccc(C2=c3cc4c(n3[B-](F)(F)n3c2cc2c5ccccc5oc23)=[O+]c2ccccc2-4)cc1,ClCCl,10.1021/acs.joc.8b02933,Deep4Chem,5,BODIPY,8,Train
,524.0,0.48,,O=S(=O)(c1ccc(N2c3ccccc3Oc3ccccc32)cc1)c1ccc(N2c3ccccc3Oc3ccccc32)cc1,C1COCCO1,10.1038/nphoton.2014.12,Deep4Chem,6,Triphenylamine,4,Train
,,,4.3979400086720375,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C([N+](=O)[O-])C=CC1=C2C,C1CCCCC1,,Epsilon,5,BODIPY,2,Train
,,,4.459996756037932,CN(C)CC/C=C1\c2ccccc2Sc2c(Cl)cc(Cl)c(Cl)c21,CCCCCCC,,Epsilon,9,Acridines,1,Train
,,,4.361727836017593,Cc1ccc(C2=C3C=CC(=N[N+]#N)N3[B-](F)(F)n3cccc32)cc1,O,,Epsilon,5,BODIPY,1,Train
367.0,445.0,,4.550999610965606,CCN(CC)c1ccc(C=CC(=O)O)cc1,CN(C)C=O,"10.1016/j.dyepig.2016.05.052,10.1016/j.solener.2015.12.047","DSSCDB,ChemDataExtractor",15,Benz,2,Train
368.0,450.0,,4.349995899262856,N#CC1=C(c2ccc(-c3cccs3)s2)CCC1,c1ccncc1,10.1016/j.dyepig.2014.09.013,Deep4Chem,-1,,6,Train
429.0,618.0,0.19,4.507990724819692,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,ClCCl,10.1039/c6cp04293g,Deep4Chem,8,PAHs,12,Train
640.0,707.0,0.01,4.564073978977147,CCN(CC)c1ccc2c(C(F)(F)F)c3oc4cc(=[NH2+])ccc4c3oc2c1,O,10.1021/acs.joc.5b00077,Deep4Chem,10,5p6,3,Train
,,,,O=C(O)c1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,ClCCl,,Epsilon,7,Porphyrin,5,Train
,,,4.429994384151707,OC12CCCCC1C(c1ccccc1)C1=C(O2)C(=Cc2ccccc2)CCC1,CCCCCC,,Epsilon,13,6n6,1,Train
580.0,624.0,0.0,4.630000489900912,CCOC(=O)COc1ccc(/C=C/C2=C3c4ccccc4C(c4ccc[nH]4)=[N+]3[B-](F)(F)n3ccc(C)c32)cc1,CO,10.1021/acs.joc.6b00414,Deep4Chem,5,BODIPY,6,Train
558.0,596.0,0.22,,Cc1ccc(C2=C3C=C(Cl)C(c4ccc(C=O)cc4)=[N+]3[B-](F)(F)n3c2ccc3-c2ccc(C=O)cc2)cc1,CO,10.1002/ejoc.201200946,BODIPY,5,BODIPY,5,Train
336.0,371.0,0.32,4.740362689494244,CCC1(CC)c2cc(Br)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4cccs4)ccc2-3)C(CC)(CC)c2cc(Br)ccc2-1,C1CCOC1,10.1016/j.dyepig.2012.04.008,Deep4Chem,12,5n6,1,Train
374.0,414.0,0.03,,Cc1ccccc1[B-]1(c2ccccc2C)n2nc(C(F)(F)F)cc2-c2c3ccccc3cc[n+]21,C1CCCCC1,10.1021/acs.jpcc.8b11100,Deep4Chem,5,BODIPY,3,Train
519.0,531.0,0.86,,CCC1=CC2=C(CCCCCCCCCCOC(C)=O)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CO,10.1021/jp0209897,BODIPY,5,BODIPY,5,Train
319.0,335.0,0.87,,c1ccc(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2ccccc2-3)cc1,C1CCCCC1,10.1021/jp511385f,Deep4Chem,13,6n6,1,Train
,,,4.498310553789601,O=C1C=CC(N=Nc2ccccc2)=C/C1=C/C=C1C=Cc2c(ccc3ccccc23)N1c1ccc(Cl)cc1,CCO,,Epsilon,4,Cyanine,1,Train
402.0,587.0,0.04,4.547774705387822,N#C/C(=C\c1cc(/C=C(\C#N)c2ccc(C(F)(F)F)cc2)c(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc(C(F)(F)F)cc1,C1CCOC1,10.1016/j.dyepig.2019.04.015,Deep4Chem,6,Triphenylamine,7,Train
505.5,519.0,0.5,,CC(=O)/C(C1=C2C=CC=[N+]2[B-](F)(F)n2cccc21)=C(/C)O,O,10.1002/chem.201405233,BODIPY,5,BODIPY,6,Train
