row_index,solute_max_tanimoto,solute_min_descriptor_distance,solute_scaffold_novel,solute_scaffold_similarity,solute_local_density,solute_scaffold_in_train_and_val,solute_scaffold_train_and_val_count,solute_top3_mean_tanimoto,solute_top5_mean_tanimoto,solute_neighbor_count_ge_0_5,solute_neighbor_count_ge_0_7,solute_neighbor_count_ge_0_8,solute_top1_top2_tanimoto_gap,solute_same_scaffold_neighbor_count_ge_0_5,solute_other_scaffold_neighbor_count_ge_0_5
3588,0.8421052631578947,999.0,1.0,0.8181818181818182,0.0,0.0,0.0,0.7772141621659783,0.742384835327756,120.0,3.0,1.0,0.08496240601503757,0.0,120.0
3589,1.0,999.0,0.0,1.0,0.0,1.0,1.0,0.8637992831541218,0.782229543837236,6.0,4.0,1.0,0.20430107526881724,1.0,5.0
3590,0.5443037974683544,999.0,1.0,0.5,0.0,0.0,0.0,0.5169324346539536,0.5007463932397698,3.0,0.0,0.0,0.037810290974848004,0.0,3.0
3591,0.2625,999.0,1.0,0.32857142857142857,0.0,0.0,0.0,0.25679384603136696,0.2553421304036303,0.0,0.0,0.0,0.0077830188679245405,0.0,0.0
3592,0.7021276595744681,999.0,0.0,1.0,0.0,1.0,7.0,0.683022145028224,0.6341175541783445,6.0,1.0,0.0,0.028658271819366088,3.0,3.0
3593,1.0,999.0,0.0,1.0,0.0,1.0,37.0,0.8245018115942028,0.7248180460208491,7.0,3.0,1.0,0.26086956521739135,4.0,3.0
3594,0.7037037037037037,999.0,1.0,0.5681818181818182,0.0,0.0,0.0,0.6867470779900158,0.6450790997885648,11.0,1.0,0.0,0.025132275132275117,0.0,11.0
3595,0.6507936507936508,999.0,0.0,1.0,0.0,1.0,272.0,0.6264880952380952,0.6117217341482047,32.0,0.0,0.0,0.015873015873015928,17.0,15.0
3596,0.5365853658536586,999.0,1.0,0.5,0.0,0.0,0.0,0.4755789603350579,0.44895706072047714,1.0,0.0,0.0,0.07825203252032525,0.0,1.0
3597,0.328125,999.0,1.0,0.328125,0.0,0.0,0.0,0.301465395480226,0.29293051933941766,0.0,0.0,0.0,0.03998940677966101,0.0,0.0
3598,0.6302521008403361,999.0,1.0,0.5529411764705883,0.0,0.0,0.0,0.603802785130362,0.5863167587975153,15.0,0.0,0.0,0.027077497665732975,0.0,15.0
3599,0.851063829787234,999.0,0.0,1.0,0.0,1.0,2.0,0.7724315888688021,0.7100711982192405,6.0,3.0,1.0,0.11032308904649335,2.0,4.0
3600,1.0,999.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9771428571428572,266.0,44.0,14.0,0.0,0.0,266.0
3601,0.9393939393939394,999.0,1.0,0.7586206896551724,0.0,0.0,0.0,0.9301841948900772,0.8960190136660724,112.0,9.0,4.0,0.0,0.0,112.0
3602,1.0,999.0,0.0,1.0,0.0,1.0,3.0,0.7024482109227872,0.5873225850902577,2.0,1.0,1.0,0.33333333333333337,1.0,1.0
3603,0.7567567567567568,999.0,1.0,0.96,0.0,0.0,0.0,0.7138068300858998,0.6750776146124984,17.0,2.0,0.0,0.0,0.0,17.0
3604,1.0,999.0,0.0,1.0,0.0,1.0,11.0,0.7575757575757575,0.6923444976076555,9.0,1.0,1.0,0.36363636363636365,1.0,8.0
3605,1.0,999.0,0.0,1.0,0.0,1.0,61.0,0.9025641025641026,0.8659928266178266,22.0,7.0,4.0,0.1384615384615384,10.0,12.0
3606,0.782051282051282,999.0,1.0,0.7605633802816901,0.0,0.0,0.0,0.6886309151553055,0.6681785490931833,94.0,1.0,0.0,0.13570981863664788,0.0,94.0
3607,0.5853658536585366,999.0,1.0,0.6060606060606061,0.0,0.0,0.0,0.5807200929152149,0.572822299651568,8.0,0.0,0.0,0.0,0.0,8.0
3608,0.5365853658536586,999.0,1.0,0.6470588235294118,0.0,0.0,0.0,0.509669869425967,0.4939914090014595,2.0,0.0,0.0,0.02749445676274953,0.0,2.0
3609,0.3780487804878049,999.0,1.0,0.48214285714285715,0.0,0.0,0.0,0.3720828795814535,0.3520785565777009,0.0,0.0,0.0,0.004554804584190442,0.0,0.0
3610,0.75,999.0,0.0,1.0,0.0,1.0,646.0,0.72638326585695,0.7076248313090419,56.0,2.0,0.0,0.013157894736842146,53.0,3.0
3611,0.6862745098039216,999.0,1.0,0.6,0.0,0.0,0.0,0.5627078360876965,0.5208414848694012,2.0,0.0,0.0,0.15900178253119435,0.0,2.0
3612,0.7164179104477612,999.0,1.0,0.6896551724137931,0.0,0.0,0.0,0.6832504145936982,0.6737647903789796,124.0,1.0,0.0,0.04975124378109452,0.0,124.0
3613,0.7272727272727273,999.0,0.0,1.0,0.0,1.0,6.0,0.6586243170789644,0.6238971903985502,15.0,1.0,0.0,0.09569377990430628,4.0,11.0
3614,1.0,999.0,0.0,1.0,0.0,1.0,7.0,0.7555555555555555,0.6636853002070393,4.0,1.0,1.0,0.33333333333333337,1.0,3.0
3615,0.7169811320754716,999.0,1.0,0.6153846153846154,0.0,0.0,0.0,0.5885663602644734,0.5067112447301126,2.0,1.0,0.0,0.08364779874213835,0.0,2.0
3616,0.6888888888888889,999.0,1.0,0.7111111111111111,0.0,0.0,0.0,0.6563721616353195,0.636130989288884,111.0,0.0,0.0,0.0402402402402402,0.0,111.0
3617,1.0,999.0,0.0,1.0,0.0,1.0,670.0,1.0,0.9875,207.0,27.0,9.0,0.0,155.0,52.0
3618,0.7627118644067796,999.0,0.0,1.0,0.0,1.0,6.0,0.7472653642614647,0.7327548229524833,16.0,5.0,0.0,0.021332554061952003,6.0,10.0
3619,1.0,999.0,0.0,1.0,0.0,1.0,4.0,0.8440359672157237,0.728869341523464,19.0,2.0,2.0,0.10169491525423724,1.0,18.0
3620,0.46,999.0,1.0,0.5882352941176471,0.0,0.0,0.0,0.43728395061728403,0.41661565338923834,0.0,0.0,0.0,0.03407407407407409,0.0,0.0
3621,0.3392857142857143,999.0,1.0,0.3269230769230769,0.0,0.0,0.0,0.2857660455486542,0.26412510139001544,0.0,0.0,0.0,0.078416149068323,0.0,0.0
3622,0.9166666666666666,999.0,0.0,1.0,0.0,1.0,28.0,0.7424603174603175,0.6930952380952381,18.0,1.0,1.0,0.2309523809523809,11.0,7.0
3623,0.7857142857142857,999.0,1.0,0.8,0.0,0.0,0.0,0.7380952380952381,0.6428571428571429,5.0,3.0,0.0,0.0714285714285714,0.0,5.0
3624,0.8059701492537313,999.0,0.0,1.0,0.0,1.0,18.0,0.7940765461855662,0.7872533811274888,15.0,6.0,1.0,0.012319355602937732,15.0,0.0
3625,0.6805555555555556,999.0,1.0,0.6,0.0,0.0,0.0,0.5959559987337765,0.5647217749662525,6.0,0.0,0.0,0.11645299145299148,0.0,6.0
3626,0.8333333333333334,999.0,0.0,1.0,0.0,1.0,3.0,0.7836979836979837,0.579064944064944,3.0,2.0,2.0,0.004761904761904745,3.0,0.0
3627,0.48484848484848486,999.0,1.0,0.4888888888888889,0.0,0.0,0.0,0.44589709807101113,0.42321848324653377,0.0,0.0,0.0,0.023310023310023298,0.0,0.0
3628,0.36,999.0,1.0,0.38095238095238093,0.0,0.0,0.0,0.35574273778295923,0.33876503872087893,0.0,0.0,0.0,0.003835616438356171,0.0,0.0
3629,0.7948717948717948,999.0,0.0,1.0,0.0,1.0,13.0,0.7671930373149886,0.7011152190707428,6.0,3.0,0.0,0.0198717948717948,2.0,4.0
3630,1.0,999.0,0.0,1.0,0.0,1.0,28.0,0.7267080745341614,0.659703005640037,7.0,1.0,1.0,0.3913043478260869,3.0,4.0
3631,0.3699421965317919,999.0,1.0,0.43478260869565216,0.0,0.0,0.0,0.3488023296549308,0.3383953218435914,0.0,0.0,0.0,0.017341040462427737,0.0,0.0
3632,0.9545454545454546,999.0,1.0,0.8245614035087719,0.0,0.0,0.0,0.8434343434343434,0.8104256854256853,174.0,19.0,1.0,0.16666666666666674,0.0,174.0
3633,0.7631578947368421,999.0,0.0,1.0,0.0,1.0,244.0,0.7278664140024859,0.6692779879363753,6.0,2.0,0.0,0.0012531328320802837,6.0,0.0
3634,0.29411764705882354,999.0,1.0,0.40476190476190477,0.0,0.0,0.0,0.2891020176186417,0.28613726690921315,0.0,0.0,0.0,0.004262574595055413,0.0,0.0
3635,0.7078651685393258,999.0,1.0,0.8,0.0,0.0,0.0,0.5844399046646237,0.5570025952810437,6.0,1.0,0.0,0.1851378958120531,0.0,6.0
3636,0.7209302325581395,999.0,0.0,1.0,0.0,1.0,7.0,0.6505664877757901,0.6026052243300548,5.0,1.0,0.0,0.06708407871198563,4.0,1.0
3637,0.7714285714285715,999.0,0.0,1.0,0.0,1.0,8.0,0.7125073125073125,0.6612165087165087,7.0,2.0,0.0,0.04169884169884175,6.0,1.0
3638,0.31746031746031744,999.0,1.0,0.6363636363636364,0.0,0.0,0.0,0.30966555870875173,0.3064506663185568,0.0,0.0,0.0,0.011008704557091631,0.0,0.0
3639,0.6170212765957447,999.0,1.0,0.6444444444444445,0.0,0.0,0.0,0.588292398087661,0.5735903934298153,9.0,0.0,0.0,0.03520309477756289,0.0,9.0
3640,0.7741935483870968,999.0,0.0,1.0,0.0,1.0,44.0,0.7161290322580646,0.6615614773258531,14.0,2.0,0.0,0.0,10.0,4.0
3641,0.660377358490566,999.0,1.0,0.5,0.0,0.0,0.0,0.5979035639412998,0.5338913284756068,3.0,0.0,0.0,0.060377358490566024,0.0,3.0
3642,0.7843137254901961,999.0,0.0,1.0,0.0,1.0,701.0,0.6892631696553265,0.6515695976996286,8.0,1.0,0.0,0.1304675716440422,8.0,0.0
3643,0.6037735849056604,999.0,1.0,0.5813953488372093,0.0,0.0,0.0,0.5205700309473894,0.48641609264250774,2.0,0.0,0.0,0.09583707696915245,0.0,2.0
3644,1.0,999.0,0.0,1.0,0.0,1.0,25.0,0.8108747044917258,0.7492940534642663,47.0,2.0,1.0,0.23404255319148937,2.0,45.0
3645,1.0,999.0,0.0,1.0,0.0,1.0,41.0,0.8341170323928945,0.7709050020444324,7.0,4.0,1.0,0.20454545454545459,3.0,4.0
3646,0.6122448979591837,999.0,1.0,0.5714285714285714,0.0,0.0,0.0,0.5633673469387755,0.5212489196936637,3.0,0.0,0.0,0.052244897959183634,0.0,3.0
3647,1.0,999.0,0.0,1.0,0.0,1.0,70.0,0.8351626016260162,0.7551995565410199,31.0,3.0,1.0,0.2195121951219512,4.0,27.0
3648,1.0,999.0,0.0,1.0,0.0,1.0,21.0,0.7816091954022989,0.7222988505747127,9.0,1.0,1.0,0.31034482758620685,7.0,2.0
3649,0.5737704918032787,999.0,1.0,0.5,0.0,0.0,0.0,0.4942330210772834,0.46192442803098543,1.0,0.0,0.0,0.10234192037470724,0.0,1.0
3650,0.5657894736842105,999.0,1.0,0.4909090909090909,0.0,0.0,0.0,0.5549707602339181,0.5428967768257854,12.0,0.0,0.0,0.0,0.0,12.0
3651,0.7843137254901961,999.0,1.0,0.926829268292683,0.0,0.0,0.0,0.7310799017236308,0.6009667816138886,3.0,2.0,0.0,0.048464668886422535,0.0,3.0
3652,0.8571428571428571,999.0,0.0,1.0,0.0,1.0,1.0,0.7938988095238094,0.7339058716707021,15.0,3.0,2.0,0.0357142857142857,1.0,14.0
3653,0.7692307692307693,999.0,0.0,1.0,0.0,1.0,1.0,0.6310962467484207,0.567164241555546,3.0,1.0,0.0,0.1958974358974359,1.0,2.0
3654,0.7727272727272727,999.0,0.0,1.0,0.0,1.0,14.0,0.6977518280039288,0.6746510968023574,11.0,1.0,0.0,0.0992578849721707,4.0,7.0
3655,0.7142857142857143,999.0,1.0,0.7142857142857143,0.0,0.0,0.0,0.5878824721377913,0.530517016206292,2.0,1.0,0.0,0.15428571428571425,0.0,2.0
3656,0.7529411764705882,999.0,1.0,0.6779661016949152,0.0,0.0,0.0,0.688529770882712,0.6515017009134656,21.0,1.0,0.0,0.06666666666666665,0.0,21.0
3657,1.0,999.0,0.0,1.0,0.0,1.0,156.0,0.7950980392156862,0.7150253614959498,5.0,2.0,1.0,0.2647058823529411,3.0,2.0
3658,0.6338028169014085,999.0,1.0,0.6875,0.0,0.0,0.0,0.5252033768480551,0.47673818772499466,1.0,0.0,0.0,0.1476917057902974,0.0,1.0
3659,0.6808510638297872,999.0,1.0,0.7692307692307693,0.0,0.0,0.0,0.6181068171949631,0.5531717826246701,3.0,0.0,0.0,0.007381676074685206,0.0,3.0
3660,0.7321428571428571,999.0,1.0,0.6744186046511628,0.0,0.0,0.0,0.7321428571428571,0.7321428571428571,191.0,5.0,0.0,0.0,0.0,191.0
3661,1.0,999.0,0.0,1.0,0.0,1.0,47.0,0.8039215686274511,0.7400105988341282,8.0,3.0,1.0,0.2941176470588235,6.0,2.0
3662,0.2835820895522388,999.0,1.0,0.3953488372093023,0.0,0.0,0.0,0.261160009302335,0.2510728171756039,0.0,0.0,0.0,0.030060962791675416,0.0,0.0
3663,0.34523809523809523,999.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.3384353741496598,0.3342496998799519,0.0,0.0,0.0,0.008503401360544227,0.0,0.0
3664,0.7222222222222222,999.0,1.0,0.6268656716417911,0.0,0.0,0.0,0.7138047138047138,0.6842828282828284,12.0,2.0,0.0,0.0,0.0,12.0
3665,0.7972972972972973,999.0,1.0,0.7083333333333334,0.0,0.0,0.0,0.7972972972972973,0.7869937629937629,163.0,6.0,0.0,0.0,0.0,163.0
3666,1.0,999.0,0.0,1.0,0.0,1.0,6.0,0.8282828282828283,0.7434882154882155,5.0,2.0,2.0,0.18181818181818177,1.0,4.0
3667,0.5647058823529412,999.0,1.0,0.5652173913043478,0.0,0.0,0.0,0.512100028417164,0.4905608617546518,1.0,0.0,0.0,0.07137254901960782,0.0,1.0
3668,0.6857142857142857,999.0,1.0,0.5806451612903226,0.0,0.0,0.0,0.5476190476190476,0.48966165413533835,2.0,0.0,0.0,0.18571428571428572,0.0,2.0
3669,0.3157894736842105,999.0,1.0,0.3170731707317073,0.0,0.0,0.0,0.28626233889391783,0.2777968923026689,0.0,0.0,0.0,0.0430622009569378,0.0,0.0
3670,0.4791666666666667,999.0,1.0,0.6382978723404256,0.0,0.0,0.0,0.4296497584541063,0.4055481396728536,0.0,0.0,0.0,0.04438405797101452,0.0,0.0
3671,0.6351351351351351,999.0,1.0,0.6285714285714286,0.0,0.0,0.0,0.6181314647981314,0.6067763147763148,14.0,0.0,0.0,0.008468468468468382,0.0,14.0
3672,1.0,999.0,0.0,1.0,0.0,1.0,23.0,0.850877192982456,0.7827485380116959,17.0,3.0,2.0,0.1578947368421053,6.0,11.0
3673,1.0,999.0,0.0,1.0,0.0,1.0,28.0,0.7496985357450473,0.6822866539145608,5.0,1.0,1.0,0.3555555555555555,4.0,1.0
3674,0.7222222222222222,999.0,1.0,0.5853658536585366,0.0,0.0,0.0,0.6604938271604938,0.6380116959064328,18.0,1.0,0.0,0.09259259259259256,0.0,18.0
3675,0.75,999.0,1.0,0.6097560975609756,0.0,0.0,0.0,0.6273796192609183,0.5873562048254097,7.0,1.0,0.0,0.17105263157894735,0.0,7.0
3676,0.46534653465346537,999.0,1.0,0.3870967741935484,0.0,0.0,0.0,0.44142071710034686,0.42429602947776945,0.0,0.0,0.0,0.03235684393181587,0.0,0.0
3677,0.45901639344262296,999.0,1.0,0.3157894736842105,0.0,0.0,0.0,0.4417564983931985,0.4336331340085967,0.0,0.0,0.0,0.023532522474881024,0.0,0.0
3678,0.4583333333333333,999.0,1.0,0.47619047619047616,0.0,0.0,0.0,0.4440045248868778,0.42669736099752376,0.0,0.0,0.0,0.016025641025641024,0.0,0.0
3679,0.8235294117647058,999.0,0.0,1.0,0.0,1.0,11.0,0.6847961861541813,0.6439134259782231,13.0,1.0,1.0,0.20283975659229203,8.0,5.0
3680,0.5825242718446602,999.0,1.0,0.5339805825242718,0.0,0.0,0.0,0.4866115009559208,0.45156741603746997,1.0,0.0,0.0,0.1408576051779935,0.0,1.0
3681,0.9615384615384616,999.0,1.0,0.8412698412698413,0.0,0.0,0.0,0.7335164835164836,0.6656220576254532,14.0,1.0,1.0,0.326923076923077,0.0,14.0
3682,0.7954545454545454,999.0,0.0,1.0,0.0,1.0,1073.0,0.68997668997669,0.6522213081036611,20.0,1.0,0.0,0.13636363636363635,10.0,10.0
3683,0.7377049180327869,999.0,1.0,0.78,0.0,0.0,0.0,0.6648657162030761,0.6206143449760829,5.0,1.0,0.0,0.09484777517564402,0.0,5.0
3684,1.0,999.0,0.0,1.0,0.0,1.0,9.0,0.9423076923076924,0.8434382400122221,6.0,4.0,4.0,0.07692307692307687,1.0,5.0
3685,0.8095238095238095,999.0,0.0,1.0,0.0,1.0,8.0,0.7743386243386244,0.7436796536796537,283.0,3.0,1.0,0.02619047619047621,8.0,275.0
3686,0.5681818181818182,999.0,1.0,0.5,0.0,0.0,0.0,0.46639694732393666,0.43078156462077705,1.0,0.0,0.0,0.13339920948616607,0.0,1.0
3687,0.38461538461538464,999.0,1.0,0.4594594594594595,0.0,0.0,0.0,0.35252378648605065,0.34212651678958955,0.0,0.0,0.0,0.044992743105950694,0.0,0.0
3688,1.0,999.0,0.0,1.0,0.0,1.0,7.0,0.7781408859840232,0.7141067538126362,9.0,1.0,1.0,0.3137254901960784,1.0,8.0
3689,0.5617977528089888,999.0,1.0,0.5714285714285714,0.0,0.0,0.0,0.49045581749840944,0.47078256605835334,1.0,0.0,0.0,0.09788022703579291,0.0,1.0
3690,1.0,999.0,0.0,1.0,0.0,1.0,158.0,0.8387096774193549,0.7925436277102063,135.0,4.0,1.0,0.24193548387096775,31.0,104.0
3691,0.775,999.0,1.0,0.775,0.0,0.0,0.0,0.7102437417654809,0.694262187088274,9.0,1.0,0.0,0.09318181818181825,0.0,9.0
3692,0.44680851063829785,999.0,1.0,0.43243243243243246,0.0,0.0,0.0,0.4320244055068836,0.412042926132413,0.0,0.0,0.0,0.009308510638297851,0.0,0.0
3693,1.0,999.0,0.0,1.0,0.0,1.0,11.0,0.87363184079602,0.7896172699157773,8.0,3.0,3.0,0.17910447761194026,4.0,4.0
3694,0.2692307692307692,999.0,1.0,0.2692307692307692,0.0,0.0,0.0,0.2692307692307692,0.26742987470750273,0.0,0.0,0.0,0.0,0.0,0.0
3695,0.5333333333333333,999.0,1.0,0.44,0.0,0.0,0.0,0.45146198830409356,0.4269747539580659,1.0,0.0,0.0,0.11228070175438598,0.0,1.0
3696,1.0,999.0,0.0,1.0,0.0,1.0,94.0,0.7940917107583774,0.7417883597883598,13.0,2.0,1.0,0.2962962962962963,3.0,10.0
3697,1.0,999.0,0.0,1.0,0.0,1.0,56.0,0.7317073170731708,0.6368967306694344,4.0,1.0,1.0,0.3414634146341463,3.0,1.0
3698,0.6285714285714286,999.0,1.0,0.5161290322580645,0.0,0.0,0.0,0.48859357696566996,0.4454288734521293,1.0,0.0,0.0,0.18671096345514948,0.0,1.0
3699,1.0,999.0,0.0,1.0,0.0,1.0,4.0,0.5796387520525451,0.4649386764514685,1.0,1.0,1.0,0.5714285714285714,1.0,0.0
3700,0.6136363636363636,999.0,1.0,0.4691358024691358,0.0,0.0,0.0,0.5809496059496059,0.5595842563233868,6.0,0.0,0.0,0.046328671328671356,0.0,6.0
3701,0.7428571428571429,999.0,0.0,1.0,0.0,1.0,646.0,0.6984126984126985,0.6633719433719434,68.0,1.0,0.0,0.05714285714285716,59.0,9.0
3702,0.78,999.0,1.0,0.6,0.0,0.0,0.0,0.7413941299790356,0.7186460017969452,79.0,4.0,0.0,0.044150943396226494,0.0,79.0
3703,1.0,999.0,0.0,1.0,0.0,1.0,3.0,0.7664736696994762,0.6957816377171216,18.0,2.0,1.0,0.29032258064516125,1.0,17.0
3704,0.7666666666666667,999.0,1.0,0.7666666666666667,0.0,0.0,0.0,0.7101010101010101,0.6714375619638777,12.0,1.0,0.0,0.0696969696969697,0.0,12.0
3705,0.7692307692307693,999.0,0.0,1.0,0.0,1.0,15.0,0.7106227106227107,0.6663736263736264,12.0,2.0,0.0,0.02564102564102566,8.0,4.0
3706,0.6666666666666666,999.0,1.0,0.56,0.0,0.0,0.0,0.5945165945165946,0.5323374870743292,3.0,0.0,0.0,0.09523809523809523,0.0,3.0
3707,1.0,999.0,0.0,1.0,0.0,1.0,28.0,0.8748295343853497,0.8106984772516386,16.0,7.0,2.0,0.15517241379310343,7.0,9.0
3708,0.6904761904761905,999.0,0.0,1.0,0.0,1.0,974.0,0.6797711332595053,0.647063360227812,26.0,0.0,0.0,0.016057585825027698,17.0,9.0
3709,1.0,999.0,0.0,1.0,0.0,1.0,65.0,0.7412329272794388,0.6828349944629014,7.0,1.0,1.0,0.38095238095238093,4.0,3.0
3710,0.6785714285714286,999.0,1.0,0.7105263157894737,0.0,0.0,0.0,0.6588669950738916,0.6477011494252873,27.0,0.0,0.0,0.023399014778325178,0.0,27.0
3711,0.8666666666666667,999.0,1.0,0.8285714285714286,0.0,0.0,0.0,0.8437837837837838,0.8309622533926332,30.0,13.0,5.0,0.015315315315315381,0.0,30.0
3712,0.37333333333333335,999.0,1.0,0.45098039215686275,0.0,0.0,0.0,0.37005847953216375,0.3656248313090419,0.0,0.0,0.0,0.0049122807017544234,0.0,0.0
3713,0.675,999.0,1.0,0.5272727272727272,0.0,0.0,0.0,0.6573170731707317,0.6315995462280205,11.0,0.0,0.0,0.0,0.0,11.0
3714,1.0,999.0,0.0,1.0,0.0,1.0,6.0,0.7441707717569787,0.6576135741652982,7.0,1.0,1.0,0.31034482758620685,1.0,6.0
3715,0.7368421052631579,999.0,1.0,0.7368421052631579,0.0,0.0,0.0,0.6910685805422646,0.5853554340396444,3.0,2.0,0.0,0.0368421052631579,0.0,3.0
3716,0.5333333333333333,999.0,1.0,0.4897959183673469,0.0,0.0,0.0,0.502102102102102,0.487954278389061,2.0,0.0,0.0,0.033333333333333326,0.0,2.0
3717,0.8076923076923077,999.0,0.0,1.0,0.0,1.0,6.0,0.7877492877492878,0.770204431583742,13.0,7.0,1.0,0.02991452991452992,6.0,7.0
3718,0.8285714285714286,999.0,0.0,1.0,0.0,1.0,4.0,0.8211334961334961,0.8074665602103153,34.0,5.0,3.0,0.009126984126984206,4.0,30.0
3719,0.5362318840579711,999.0,1.0,0.4852941176470588,0.0,0.0,0.0,0.5022113356467306,0.4682414839277209,2.0,0.0,0.0,0.01510512349459081,0.0,2.0
3720,1.0,999.0,0.0,1.0,0.0,1.0,12.0,0.8899572649572649,0.8371489621489621,19.0,7.0,2.0,0.125,2.0,17.0
3721,0.7578947368421053,999.0,1.0,0.527027027027027,0.0,0.0,0.0,0.7278088839119073,0.6719794479942033,17.0,3.0,0.0,0.0451287793952968,0.0,17.0
3722,1.0,999.0,0.0,1.0,0.0,1.0,1073.0,0.8333333333333334,0.7625432953983177,46.0,3.0,1.0,0.25,32.0,14.0
3723,0.45161290322580644,999.0,1.0,0.35443037974683544,0.0,0.0,0.0,0.36325277315113813,0.3418422211145734,0.0,0.0,0.0,0.12853598014888334,0.0,0.0
3724,0.7843137254901961,999.0,1.0,0.7058823529411765,0.0,0.0,0.0,0.7792860734037205,0.7493018315800424,189.0,5.0,0.0,0.0,0.0,189.0
3725,0.37209302325581395,999.0,1.0,0.36619718309859156,0.0,0.0,0.0,0.3664552501761804,0.3615725993582653,0.0,0.0,0.0,0.008456659619450302,0.0,0.0
3726,0.7916666666666666,999.0,0.0,1.0,0.0,1.0,701.0,0.772124183006536,0.7249528314822432,19.0,3.0,0.0,0.026960784313725505,19.0,0.0
3727,0.6491228070175439,999.0,1.0,0.6078431372549019,0.0,0.0,0.0,0.6285157337788917,0.6065805941134889,6.0,0.0,0.0,0.0,0.0,6.0
3728,0.5949367088607594,999.0,0.0,1.0,0.0,1.0,8.0,0.5718744581238079,0.5442235759731858,6.0,0.0,0.0,0.005895612970348463,2.0,4.0
3729,1.0,999.0,0.0,1.0,0.0,1.0,44.0,0.7906976744186046,0.7393023255813953,11.0,1.0,1.0,0.3023255813953488,11.0,0.0
3730,0.6129032258064516,999.0,1.0,0.6129032258064516,0.0,0.0,0.0,0.5662058371735791,0.548504864311316,5.0,0.0,0.0,0.07004608294930881,0.0,5.0
3731,1.0,999.0,0.0,1.0,0.0,1.0,48.0,0.7931034482758621,0.7225287356321839,8.0,1.0,1.0,0.31034482758620685,4.0,4.0
3732,0.647887323943662,999.0,1.0,0.6451612903225806,0.0,0.0,0.0,0.6275933704893428,0.6115070986145451,36.0,0.0,0.0,0.018257694314032347,0.0,36.0
3733,1.0,999.0,0.0,1.0,0.0,1.0,974.0,0.7627118644067797,0.6598902563502435,4.0,2.0,1.0,0.2542372881355932,4.0,0.0
3734,0.7536231884057971,999.0,1.0,0.7291666666666666,0.0,0.0,0.0,0.7536231884057972,0.7521739130434784,130.0,10.0,0.0,0.0,0.0,130.0
3735,0.75,999.0,1.0,0.75,0.0,0.0,0.0,0.7191358024691358,0.7024898848428262,46.0,3.0,0.0,0.04629629629629628,0.0,46.0
3736,0.8695652173913043,999.0,1.0,0.8695652173913043,0.0,0.0,0.0,0.6846323382087758,0.6191272290122221,9.0,1.0,1.0,0.2566619915848527,0.0,9.0
3737,0.7222222222222222,999.0,1.0,0.7115384615384616,0.0,0.0,0.0,0.69510582010582,0.6643650793650793,5.0,1.0,0.0,0.025793650793650813,0.0,5.0
3738,0.6176470588235294,999.0,1.0,0.532258064516129,0.0,0.0,0.0,0.5929791271347248,0.5864998418722327,27.0,0.0,0.0,0.03700189753320682,0.0,27.0
3739,0.6041666666666666,999.0,1.0,0.5757575757575758,0.0,0.0,0.0,0.5317056309703369,0.48506111443125866,2.0,0.0,0.0,0.07475490196078427,0.0,2.0
3740,1.0,999.0,0.0,1.0,0.0,1.0,8.0,0.8383673469387755,0.792150842945874,121.0,4.0,1.0,0.24,1.0,120.0
3741,1.0,999.0,0.0,1.0,0.0,1.0,7.0,0.7485632183908045,0.6898275862068965,16.0,1.0,1.0,0.375,2.0,14.0
3742,1.0,999.0,0.0,1.0,0.0,1.0,17.0,0.8646163123775065,0.8231176135134604,28.0,9.0,2.0,0.19402985074626866,11.0,17.0
3743,0.6851851851851852,999.0,1.0,0.8085106382978723,0.0,0.0,0.0,0.6565432098765432,0.6379346405228759,54.0,0.0,0.0,0.040740740740740744,0.0,54.0
3744,0.4666666666666667,999.0,1.0,0.4074074074074074,0.0,0.0,0.0,0.38769841269841265,0.3678529657477026,0.0,0.0,0.0,0.11746031746031749,0.0,0.0
3745,0.5512820512820513,999.0,1.0,0.40350877192982454,0.0,0.0,0.0,0.5443619495834686,0.5142714907377355,4.0,0.0,0.0,0.0069782538136968775,0.0,4.0
3746,1.0,999.0,0.0,1.0,0.0,1.0,13.0,0.5456349206349206,0.44556277056277055,1.0,1.0,1.0,0.6666666666666667,1.0,0.0
3747,1.0,999.0,1.0,1.0,0.0,0.0,0.0,0.975609756097561,0.882801751094434,52.0,8.0,3.0,0.0,0.0,52.0
3748,0.5614035087719298,999.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.5204678362573099,0.5007379714547189,2.0,0.0,0.0,0.05076521089958941,0.0,2.0
3749,1.0,999.0,0.0,1.0,0.0,1.0,646.0,0.8064516129032259,0.7633064516129032,46.0,4.0,1.0,0.29032258064516125,37.0,9.0
3750,1.0,999.0,0.0,1.0,0.0,1.0,17.0,0.9703703703703703,0.8097643097643097,14.0,3.0,3.0,0.0,3.0,11.0
3751,0.20270270270270271,999.0,1.0,0.25925925925925924,0.0,0.0,0.0,0.19785857285857286,0.19552005922973664,0.0,0.0,0.0,0.006274131274131289,0.0,0.0
3752,0.6395348837209303,999.0,1.0,0.5833333333333334,0.0,0.0,0.0,0.6353320257775287,0.6200336228635471,15.0,0.0,0.0,0.0009806668534604324,0.0,15.0
3753,0.6857142857142857,999.0,1.0,0.43243243243243246,0.0,0.0,0.0,0.511033681765389,0.4595686120076364,1.0,0.0,0.0,0.2285714285714286,0.0,1.0
