abs,emi,plqy,em,smiles,solvent,reference(doi),source,tag,tag_name,solvent_num,_original_row_id,_canonical_smiles,_scaffold,external_test_source,split,source_group,source_file,_ae_pre_source_row,supplement_group,dataset,subset_or_state,source_status,std_stokes_shift_nm,std_epsilon,std_reference,std_reference_doi,assigned_scaffold,_ae_pre_merged_row,ae_pre_split
662.0,695.0,,,CC/[N+](CC)=C1C=CC(C(OC(C2=CC3=C(C=C(N(CC)CC)C=C3)OC2=O)=C4)=C/1)=C4C5=CC=CC=C5C(O)=O,ClCCl,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,306,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5213,calibration85
420.0,578.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(/C([O-])=N/CCN(CCNC(NCC[Si](OC)(OC)OC)=O)CCNC(NCC[Si](OC)(OC)OC)=O)C=CC=C3)C(C=CC(N(CC)CC)=C4)=C4OC2=C\1.[Hg+2],O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,307,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5214,calibration85
420.0,577.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(/C([O-])=N/CCN4C(C5=CC=CC6=C(N(C)C)C=CC(C4=O)=C56)=O)C=CC=C3)C(C=CC(N(CC)CC)=C7)=C7OC2=C\1.[Fe+3],CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,308,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5215,calibration85
420.0,577.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(/C([O-])=N/CCN4C(C5=CC=CC6=C(N(CCO)CCO)C=CC(C4=O)=C56)=O)C=CC=C3)C(C=CC(N(CC)CC)=C7)=C7OC2=C\1.[Fe+3],CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,309,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5216,calibration85
420.0,577.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(/C([O-])=N/CCN4C(C5=CC=CC6=C(N7CCOCC7)C=CC(C4=O)=C56)=O)C=CC=C3)C(C=CC(N(CC)CC)=C8)=C8OC2=C\1.[Fe+3],CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,311,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5218,calibration85
420.0,577.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(/C([O-])=N/CCN4C(C5=CC=CC6=C(NC7=CN=CC=C7)C=CC(C4=O)=C56)=O)C=CC=C3)C(C=CC(N(CC)CC)=C8)=C8OC2=C\1.[Fe+3],CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,312,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5219,calibration85
420.0,577.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(/C([O-])=N/CCN4C(C5=CC=CC6=C(NCCO)C=CC(C4=O)=C56)=O)C=CC=C3)C(C=CC(N(CC)CC)=C7)=C7OC2=C\1.[Fe+3],CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,313,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5220,calibration85
410.0,585.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(/C([O-])=N/CCNC4=CC=C(C5=NC(C=CC=C6)=C6N57)C8=C4C=CC=C8C7=O)C=CC=C3)C(C=CC(N(CC)CC)=C9)=C9OC2=C\1.[Hg+2],CC#N,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,314,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5221,calibration85
420.0,580.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(/C([O-])=N/CCNCCN4C(C5=CC=C(N6CCOCC6)C7=CC=CC(C4=O)=C57)=O)C=CC=C3)C(C=CC(N(CC)CC)=C8)=C8OC2=C\1.[Al+3],O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,315,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5222,calibration85
420.0,580.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(/C([O-])=N/CCNCCNCCCN4C(C5=CC=C(N6CCOCC6)C7=CC=CC(C4=O)=C57)=O)C=CC=C3)C(C=CC(N(CC)CC)=C8)=C8OC2=C\1.[Al+3],O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,316,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5223,calibration85
455.0,583.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(/C([O-])=N/N4C(C5=C6C(C4=O)=CC=C(N7CCCC7)C6=CC=C5)=O)C=CC=C3)C(C=CC(N(CC)CC)=C8)=C8OC2=C\1.[Mn+2],CC#N,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,317,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5224,calibration85
377.0,580.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(/C([O-])=N/N=CC4=C([O-])C=CC(C=C5)=C4OC5=O)C=CC=C3)C(C=CC(N(CC)CC)=C6)=C6OC2=C\1.CC/[N+](CC)=C7C=CC8=C(C9=C(/C([O-])=N/N=CC%10=C([O-])C=CC(C=C%11)=C%10OC%11=O)C=CC=C9)C(C=CC(N(CC)CC)=C%12)=C%12OC8=C\7.[Al+3],O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,319,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5226,calibration85
488.0,590.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(/C=C/C(NC4=CC=C(C5=C(C=C6)C(OC7=CC(O)=CC=C75)=CC6=O)C(C(O)=O)=C4)=O)C=CC=C3)C(C=CC(N(CC)CC)=C8)=C8OC2=C\1,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,320,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5227,calibration85
735.8,630.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(C(O)=O)C=C(C(N4CCN(C(C5=CC=C(OC(C6=CC(C=CC(N(C)C)=C7)=C7C=C6)=N8)C8=C5)=O)CC4)=O)C=C3)C(C=CC(N(CC)CC)=C9)=C9OC2=C\1,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,323,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5230,calibration85
396.0,587.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(C4=NC(C=CC(C(N5CCN(C6=CC=C(C(N7CCOCCOCCOC)=O)C8=C6C=CC=C8C7=O)CC5)=O)=C9)=C9C(O4)=C)C=CC=C3)C(C=CC(N(CC)CC)=C%10)=C%10OC2=C/1,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,324,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5231,calibration85
440.0,587.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(C4=NN=C(NC5=CC(NC(C6=CC7=C(C=C(N(CC)CC)C=C7)OC6=O)=O)=CC=C5)O4)C=CC=C3)C(C=CC(N(CC)CC)=C8)=C8OC2=C/1,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,325,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5232,calibration85
430.0,580.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(C=CC=C3)C(N/N=C\C4=CN=NN4CCN5C(C6=CC=C(NCCCC)C7=CC=CC(C5=O)=C67)=O)=O)C(C=CC(N(CC)CC)=C8)=C8OC2=C/1,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,326,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5233,calibration85
489.0,544.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(CO)C=CC=C3)C(C=CC(OC)=C4)=C4OC2=C\1,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,328,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5235,calibration85
537.0,,,,CC/[N+](CC)=C1C=CC2=C(C3=C(CO)C=CC=C3)C(C=CC(OC)=C4)=C4[Se]C2=C\1,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,329,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5236,calibration85
493.0,536.0,,,CC/[N+](CC)=C1C=CC2=C(C3=C(CO)C=CC=C3)C(C=CC(OC4OC(O)C(O)C(O)C4O)=C5)=C5OC2=C\1,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,330,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5237,calibration85
460.0,546.0,,,CC/[N+](CC)=C1C=CC2=C(NC(CS)C(O)=O)C3=CC=C(N(CC)CC)C=C3OC2=C\1,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,332,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5239,calibration85
593.0,622.0,,,CC/[N+](CC)=C1C=CC2=C(SCC(NC(CCC(N)C(O)=O)=O)C(NCC(O)=O)=O)C3=CC=C(N(CC)CC)C=C3OC2=C\1,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,333,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5240,calibration85
424.0,550.0,,,CC/[NH+]=C1C(C)=CC2=C(C3=C(/C([O-])=N/N=C/C4=COC(C=CC(OCC)=C5)=C5C4=O)C=CC=C3)C(C=C(C)C(NCC)=C6)=C6OC2=C\1.[Al+3],O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,334,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5241,calibration85
400.0,560.0,,,CC/[NH+]=C1C(C)=CC2=C(C3=C(C=CC=C3)C(NCCN(CCC(NCCN4C(C5=CC=CC6=C(N7CCN(C)CC7)C=CC(C4=O)=C56)=O)=O)CCC(NCCN8C(C9=CC=CC%10=C(N%11CCN(C)CC%11)C=CC(C8=O)=C9%10)=O)=O)=O)C(C=C(C)C(NCC)=C%12)=C%12OC2=C\1,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,335,RFP1_MICNet_rhodamine; RFP2_MICNet_rhodamine,RFP1_MICNet_rhodamine_probes,RFP1,RSC_ESI_RAR_xlsx,,,10.1039/D4SC08695C,10.1039/D4SC08695C,,5242,calibration85
488.0,552.0,0.94,,CC/[NH+]=c1\cc2oc3cc(NC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,336,Dataset_Xanthene,Dataset_Xanthene,full_source_file,local_full_source_file_gbk_converted_to_utf8,64.0,,doi:10.1351/PAC-REP-10-09-31,10.1351/PAC-REP-10-09-31,,5243,calibration85
530.0,552.0,0.95,,CC/[NH+]=c1\cc2oc3cc(NC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,337,Dataset_Xanthene,Dataset_Xanthene,full_source_file,local_full_source_file_gbk_converted_to_utf8,22.0,,doi:10.1351/PAC-REP-10-09-31,10.1351/PAC-REP-10-09-31,,5244,calibration85
550.0,571.0,0.164,,CC1(C)/C(=C\C=C\C2=Nc3ccccc3CC2)N(CCCCCC(=O)O)c2ccccc21,CO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,338,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,22.0,,https://doi.org/10.1016/j.jphotochem.2007.03.004,10.1016/j.jphotochem.2007.03.004,,5245,calibration85
540.0,567.0,0.06,,CC1(C)/C(=C\C=C\C2=Nc3ccccc3CC2)N(CCCCCC(=O)O)c2ccccc21,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,339,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,27.0,,https://doi.org/10.1016/j.jphotochem.2007.03.004,10.1016/j.jphotochem.2007.03.004,,5246,calibration85
495.0,525.0,0.003,,CC1(C)/C(=C\C=C\C2=Nc3ccccc3CC2)N(CCCCS(=O)(=O)[O-])c2ccccc21,CO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,340,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,30.0,,https://doi.org/10.1016/j.jphotochem.2007.03.004,10.1016/j.jphotochem.2007.03.004,,5247,calibration85
490.0,522.0,0.004,,CC1(C)/C(=C\C=C\C2=Nc3ccccc3CC2)N(CCCCS(=O)(=O)[O-])c2ccccc21,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,341,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,32.0,,https://doi.org/10.1016/j.jphotochem.2007.03.004,10.1016/j.jphotochem.2007.03.004,,5248,calibration85
744.5,778.5,0.0835,5.300486448,CC1(C)C(/C=C/C(I)=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CO; O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,343,FluorPredictor_Cyanine,FluorPredictor_Cyanine,existing_external_verified,final_combined_add_only_verified_balanced,,,https://doi.org/10.1021/acs.joc.3c00005,10.1021/acs.joc.3c00005,Cyanine,5250,calibration85
747.0,789.0,0.103,5.322219295,CC1(C)C(/C=C/C(I)=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,CO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,344,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,42.0,210000.0,https://doi.org/10.1021/acs.joc.3c00005,10.1021/acs.joc.3c00005,,5251,calibration85
742.0,768.0,0.064,5.278753601,CC1(C)C(/C=C/C(I)=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,345,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,26.0,190000.0,https://doi.org/10.1021/acs.joc.3c00005,10.1021/acs.joc.3c00005,,5252,calibration85
744.0,769.0,0.098,5.146128036,CC1(C)C(/C=C/C(I)=C/C=C/C=C2/N(CCC[N+](C)(C)C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCC[N+](C)(C)C)c2ccc(S(=O)(=O)[O-])cc21,CO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,346,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,25.0,140000.0,https://doi.org/10.1021/acs.joc.3c00005,10.1021/acs.joc.3c00005,,5253,calibration85
742.5,768.0,0.0825,5.263169639,CC1(C)C(/C=C/C(I)=C/C=C/C=C2/N(CCC[N+](C)(C)C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCC[N+](C)(C)C)c2ccc(S(=O)(=O)[O-])cc21,O; CO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,347,FluorPredictor_Cyanine,FluorPredictor_Cyanine,existing_external_verified,final_combined_add_only_verified_balanced,,,https://doi.org/10.1021/acs.joc.3c00005,10.1021/acs.joc.3c00005,Cyanine,5254,calibration85
741.0,767.0,0.067,5.380211242,CC1(C)C(/C=C/C(I)=C/C=C/C=C2/N(CCC[N+](C)(C)C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCC[N+](C)(C)C)c2ccc(S(=O)(=O)[O-])cc21,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,348,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,26.0,240000.0,https://doi.org/10.1021/acs.joc.3c00005,10.1021/acs.joc.3c00005,,5255,calibration85
786.0,803.3333333,0.126666667,5.057038264666667,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCC(=O)O)c2ccccc21,CS(=O)C; CCO; O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,350,FluorPredictor_Cyanine,FluorPredictor_Cyanine,existing_external_verified,final_combined_add_only_verified_balanced,,,https://doi.org/10.1016/j.dyepig.2017.06.016,10.1016/j.dyepig.2017.06.016,Cyanine,5257,calibration85
798.0,814.0,0.146,4.785329835,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCC(=O)O)c2ccccc21,CS(=O)C,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,351,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,16.0,61000.0,https://doi.org/10.1016/j.dyepig.2017.06.016,10.1016/j.dyepig.2017.06.016,,5258,calibration85
785.0,843.0,0.16,5.380211242,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCC(=O)O)c2ccccc21,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,353,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,58.0,240000.0,https://doi.org/10.1016/j.ica.2017.08.001,10.1016/j.ica.2017.08.001,,5260,calibration85
782.0,808.0,0.1188,5.361727836,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCC(=O)O)c2ccccc21,CO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,355,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,26.0,230000.0,https://doi.org/10.1016/j.jphotochem.2005.11.004,10.1016/j.jphotochem.2005.11.004,,5262,calibration85
784.0,804.75,0.11245,5.090806759,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCC(=O)O)c2ccccc21,CS(=O)C; CCO; O; CO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,356,FluorPredictor_Cyanine,FluorPredictor_Cyanine,existing_external_verified,final_combined_add_only_verified_balanced,,,https://doi.org/10.1016/j.dyepig.2017.06.016; https://doi.org/10.1016/j.jphotochem.2005.11.004,10.1016/j.dyepig.2017.06.016; 10.1016/j.jphotochem.2005.11.004,Cyanine,5263,calibration85
796.0,814.0,0.108,4.897627091,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCC(=O)O)c2ccccc21,CS(=O)C,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,357,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,18.0,79000.0,https://doi.org/10.1016/j.dyepig.2017.06.016,10.1016/j.dyepig.2017.06.016,,5264,calibration85
774.0,794.0,0.049,4.939519253,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCC(=O)O)c2ccccc21,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,358,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,20.0,87000.0,https://doi.org/10.1016/j.dyepig.2017.06.016,10.1016/j.dyepig.2017.06.016,,5265,calibration85
783.0,802.0,0.197,5.342422681,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCCCCCC(=O)O)c2ccccc21,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,360,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,19.0,220000.0,https://doi.org/10.1016/j.dyepig.2017.06.016,10.1016/j.dyepig.2017.06.016,,5267,calibration85
794.0,813.0,0.151,5.389166084,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCCCCCC(=O)O)c2ccccc21,CS(=O)C,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,361,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,19.0,245000.0,https://doi.org/10.1016/j.dyepig.2017.06.016,10.1016/j.dyepig.2017.06.016,,5268,calibration85
774.0,793.0,0.053,5.08278537,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCCCCCCC(=O)O)c4ccccc4C3(C)C)CCC2)=[N+](CCCCCCCCCC(=O)O)c2ccccc21,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,362,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,19.0,121000.0,https://doi.org/10.1016/j.dyepig.2017.06.016,10.1016/j.dyepig.2017.06.016,,5269,calibration85
808.0,827.0,,,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccc(I)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(I)cc21,C(Cl)Cl,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,363,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,19.0,,https://doi.org/10.1016/j.saa.2024.124798,10.1016/j.saa.2024.124798,,5270,calibration85
800.0,829.0,,5.621176282,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccc(I)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(I)cc21,CCO,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,364,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,29.0,418000.0,https://doi.org/10.1016/j.saa.2024.124798,10.1016/j.saa.2024.124798,,5271,calibration85
789.0,823.0,,,CC1(C)C(/C=C/C2=C(Cl)/C(=C/C=C3/N(CCCCS(=O)(=O)O)c4ccc(I)cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(I)cc21,O,,,,,,,,,,,ae_pre_test,./data/source/ae_pre_holdout_candidate_pool.csv,365,Dataset_Cyanine,Dataset_Cyanine,full_source_file,local_full_source_file_gbk_converted_to_utf8,34.0,,https://doi.org/10.1016/j.saa.2024.124798,10.1016/j.saa.2024.124798,,5272,calibration85
